819736552|19016308|ES
819746552|19016308|ES
819746552|12|ES
9934|8920074871|ES
67494308|2996444|ES
51698|5645932491|ES
9845991|480938|ES
126357563|51790731|ES
9238|41677137|ES
962425812869|118665763679|ES
13998|258867684|ES
330697981|379971|ES
97074999|3784|ES
754353431880|3067|ES
6978351|218874176|ES
69750304775|6629632|ES
92705|852757308|ES
5252741649|5542436890|ES
59073|36038256445|ES
73219541|693025460909|ES
82772502|1075257|ES
9467|9676|ES
733288165611|88103895|ES
76514|517804835|ES
9629048673|2484|ES
355361725|656915076590|ES
508589|0686227|ES
4426671314|304807|ES
38788272643|272525052|ES
78993692|354663383|ES
8428368493|7467863|ES
897733|532236031843|ES
65305161836|411901691005|ES
25846953|716375972676|ES
8747923793|03887535|ES
11699168|0162939101|ES
93797797820|20028632747|ES
2677|5121|ES
92971702384|703289017348|ES
263948385|081389|FR
190993|14717155266|FR
7705015870|157547058|FR
6945|80102582|FR
826113|6324699073|FR
578117313|510094332771|FR
852610|2035663|FR
2748|2085362|FR
189412544317|1581|FR
691045|820663|FR
6763|572928132|FR
328648324|6791|FR
130332|473767|FR
72424|974391|FR
60916422614|56661065500|FR
330707170532|2893|FR
593801423574|41693165|FR
6306|1066855482|FR
56371|58171304566|FR
260315058607|4420801|GB
510681672|5529487|GB
671233|0094122122|GB
506534|24342549|GB
55915602445|2230053|GB
88823|884776396|GB
62031914|925619|GB
6848206307|9075805|GB
744840|5494084930|GB
5000|97836422|GB
6068583441|7234|GB
82936449|9403343|GB
717477842358|64600038578|GB
7553|20654433|GB
74048259882|910392377281|GB
074275636|54736906780|GB
75980785586|6959115|GB
107985|52890562398|GB
3115|43909|GB
95637445413|15222033|GB
456616645|1463390|GB
70746966347|1120|GB
062791426058|6035|GB
53598|0608634|GB
2294|19499406140|GB
50021979|32710|GB
1633|671027|GB
3017623325|269569548342|GB
2714722|4242707496|GB
155806|741113|GB
64561632|891692333468|GB
459583247|766845180|GB
46534423|9132138539|GB
49767|6460|GB
133581209246|42784237|GB
2713574|4201587935|GB
833072684|8623|GB
96422465789|1640139950|GB
3976923386|93703888|FR
455464809|77959|FR
6538|3787|FR
256518|5216426|FR
70764779|003482|FR
38256|1799996911|FR
640578156|734675324|ES
